source_sheet	source_row	trip	sample_id	specimen_iri	site	compartment	replicate	measurement_date_raw	measurement_date	date_status	calibration_recorded	slope_percent	ph10_check	ph_value_raw	ph_value	notes	metadata_match	calibration_pass	slope_pass	ph10_check_pass	value_range_pass	disposition	ecology_eligible	kg_eligible	reason_codes	alpha_trip	alpha_site	alpha_compartment	shannon	sequencing_depth	n_profiles
Trip 3	59	3	F11Sr1	https://rubalkhali.science/kb/RAK_6000742	11	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.61	7.61		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	11	Surface	3.5971559076439235	217217.0	1
Trip 3	62	3	F11Dr1	https://rubalkhali.science/kb/RAK_6000739	11	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.69	7.69		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	11	Deep	6.637360702246734	491207.0	1
Trip 3	65	3	F11PRr1	https://rubalkhali.science/kb/RAK_6000745	11	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.65	7.65		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	11	Rhizosphere	6.3611998202542965	295163.0	1
Trip 3	68	3	F12Sr2	https://rubalkhali.science/kb/RAK_6000752	12	Surface	2	13/7/2026	2026-07-13	accepted	Yes	98.8	10.06	8.05	8.05		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	12	Surface	6.502260163113076	403346.0	1
Trip 3	69	3	F12Sr3	https://rubalkhali.science/kb/RAK_6000753	12	Surface	3	13/7/2026	2026-07-13	accepted	Yes	98.8	10.06	8.0	8.0		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	12	Surface	6.311272943894253	341036.0	1
Trip 3	70	3	F12Dr1	https://rubalkhali.science/kb/RAK_6000748	12	Deep	1	13/7/2026	2026-07-13	accepted	Yes	98.8	10.06	8.11	8.11		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	12	Deep	7.288910555371273	337470.0	1
Trip 3	71	3	F12Dr2	https://rubalkhali.science/kb/RAK_6000749	12	Deep	2	13/7/2026	2026-07-13	accepted	Yes	98.8	10.06	7.97	7.97		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	12	Deep	7.283266859084324	404342.0	1
Trip 3	72	3	F12PRr1	https://rubalkhali.science/kb/RAK_6000754	12	Rhizosphere	1	13/7/2026	2026-07-13	accepted	Yes	98.8	10.06	8.1	8.1		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	12	Rhizosphere	5.936310950256849	175452.0	1
Trip 3	73	3	F12PRr2	https://rubalkhali.science/kb/RAK_6000755	12	Rhizosphere	2	13/7/2026	2026-07-13	accepted	Yes	98.8	10.06	8.07	8.07		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	12	Rhizosphere	6.015526265978221	113346.0	1
Trip 3	74	3	F12PRr3	https://rubalkhali.science/kb/RAK_6000756	12	Rhizosphere	3	13/7/2026	2026-07-13	accepted	Yes	98.8	10.06	8.11	8.11		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	12	Rhizosphere	4.587283094607073	160699.0	1
Trip 3	75	3	F13Sr1	https://rubalkhali.science/kb/RAK_6000760	13	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.88	7.88		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	13	Surface	5.977393855345067	1008371.0	1
Trip 3	78	3	F13Dr1	https://rubalkhali.science/kb/RAK_6000757	13	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.9	7.9		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	13	Deep	6.3652297302380125	325171.0	1
Trip 3	81	3	F13PRr1	https://rubalkhali.science/kb/RAK_6000763	13	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.86	7.86		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	13	Rhizosphere	5.7764309862173056	131374.0	1
Trip 3	84	3	F14Sr1	https://rubalkhali.science/kb/RAK_6000769	14	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.97	7.97		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	14	Surface	6.046326977271598	348877.0	1
Trip 3	87	3	F14Dr1	https://rubalkhali.science/kb/RAK_6000766	14	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.01	8.01		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	14	Deep	5.651504295122838	519873.0	1
Trip 3	90	3	F14PRr1	https://rubalkhali.science/kb/RAK_6000772	14	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.94	7.94		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	14	Rhizosphere	5.232710635594185	51655.0	1
Trip 3	93	3	F15Sr1	https://rubalkhali.science/kb/RAK_6000778	15	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.0	8.0		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	15	Surface	6.007258826871896	69531.0	1
Trip 3	96	3	F15Dr1	https://rubalkhali.science/kb/RAK_6000775	15	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.02	8.02		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	15	Deep	5.889602072791014	185203.0	1
Trip 3	99	3	F15PRr1	https://rubalkhali.science/kb/RAK_6000781	15	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.79	7.79		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	15	Rhizosphere	5.124169802131627	98731.0	2
Trip 3	102	3	F16Sr1	https://rubalkhali.science/kb/RAK_6000787	16	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.96	7.96		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	16	Surface	6.707315124341131	310310.0	1
Trip 3	105	3	F16Dr1	https://rubalkhali.science/kb/RAK_6000784	16	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.8	7.8		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	16	Deep	5.843442324080852	169939.0	1
Trip 3	108	3	F16PRr1	https://rubalkhali.science/kb/RAK_6000790	16	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.89	7.89		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	16	Rhizosphere	6.593582603739249	311261.0	1
Trip 3	111	3	F17Sr1	https://rubalkhali.science/kb/RAK_6000796	17	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.6	7.6		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	17	Surface	6.602085046848311	560472.0	1
Trip 3	114	3	F17Dr1	https://rubalkhali.science/kb/RAK_6000793	17	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.63	7.63		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	17	Deep	5.697296147281195	1009475.0	1
Trip 3	117	3	F17PRr1	https://rubalkhali.science/kb/RAK_6000799	17	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.58	7.58		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	17	Rhizosphere	5.8474900042265725	173549.0	1
Trip 3	129	3	F19Sr1	https://rubalkhali.science/kb/RAK_6000814	19	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.72	7.72		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	19	Surface	6.151385290418565	637908.0	1
Trip 3	132	3	F19Dr1	https://rubalkhali.science/kb/RAK_6000811	19	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.77	7.77		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	19	Deep	6.123336013993772	959051.0	1
Trip 3	135	3	F19PRr1	https://rubalkhali.science/kb/RAK_6000817	19	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.74	7.74		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	19	Rhizosphere	5.241095241784358	149999.0	1
Trip 3	138	3	F20Sr2	https://rubalkhali.science/kb/RAK_6000824	20	Surface	2	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.72	7.72		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	20	Surface	6.346236309531261	418757.0	1
Trip 3	140	3	F20Dr1	https://rubalkhali.science/kb/RAK_6000820	20	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.77	7.77		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	20	Deep	6.466645824962625	577705.0	1
Trip 3	143	3	F20PRr1	https://rubalkhali.science/kb/RAK_6000826	20	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.74	7.74		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	20	Rhizosphere	6.543031419071071	426599.0	1
Trip 3	146	3	F21Sr1	https://rubalkhali.science/kb/RAK_6000832	21	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.53	7.53		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	21	Surface	4.79089896557724	240708.0	1
Trip 3	149	3	F21Dr1	https://rubalkhali.science/kb/RAK_6000829	21	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.69	7.69		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	21	Deep	6.482332906401845	269446.0	1
Trip 3	152	3	F21PRr1	https://rubalkhali.science/kb/RAK_6000835	21	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.61	7.61		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	21	Rhizosphere	4.275887378394659	68085.0	1
Trip 3	164	3	F23Sr1	https://rubalkhali.science/kb/RAK_6000850	23	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.6	7.6		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	23	Surface	6.649017288560778	437269.0	1
Trip 3	167	3	F23Dr1	https://rubalkhali.science/kb/RAK_6000847	23	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.58	7.58		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	23	Deep	6.784856155857501	350095.0	1
Trip 3	170	3	F23PRr1	https://rubalkhali.science/kb/RAK_6000853	23	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.54	7.54		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	23	Rhizosphere	5.837329198542735	227917.0	1
Trip 3	173	3	F24Sr1	https://rubalkhali.science/kb/RAK_6000859	24	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.02	8.02		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	24	Surface	5.419276377652483	158028.0	1
Trip 3	176	3	F24Dr1	https://rubalkhali.science/kb/RAK_6000856	24	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.03	8.03		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	24	Deep	5.914521141616757	318186.0	1
Trip 3	178	3	F24PRr1	https://rubalkhali.science/kb/RAK_6000862	24	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.92	7.92		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	24	Rhizosphere	5.011926087826236	127009.0	1
Trip 3	181	3	F25Sr1	https://rubalkhali.science/kb/RAK_6000868	25	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.79	7.79		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	25	Surface	3.969574866681631	266228.0	1
Trip 3	184	3	F25Dr1	https://rubalkhali.science/kb/RAK_6000865	25	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.78	7.78		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	25	Deep	5.539841872429121	380004.0	1
Trip 3	187	3	F25PRr1	https://rubalkhali.science/kb/RAK_6000871	25	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.7	7.7		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	25	Rhizosphere	3.733555280296789	302188.0	1
Trip 3	190	3	F26Sr1	https://rubalkhali.science/kb/RAK_6000877	26	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.76	7.76		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	26	Surface	5.998872611977517	292811.0	1
Trip 3	192	3	F26Dr1	https://rubalkhali.science/kb/RAK_6000874	26	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.82	7.82		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	26	Deep	6.584801251317461	294032.0	1
Trip 3	194	3	F26PRr1	https://rubalkhali.science/kb/RAK_6000880	26	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.75	7.75		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	26	Rhizosphere	5.420682174859379	233612.0	1
Trip 3	197	3	F27Sr1	https://rubalkhali.science/kb/RAK_6000886	27	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.89	7.89		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	27	Surface	4.426932375132058	215300.0	1
Trip 3	200	3	F27Dr1	https://rubalkhali.science/kb/RAK_6000883	27	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.95	7.95		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	27	Deep	6.682140384351803	401130.0	1
Trip 3	202	3	F27PRr1	https://rubalkhali.science/kb/RAK_6000889	27	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.89	7.89		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	27	Rhizosphere	4.128638300376758	177847.0	1
Trip 3	205	3	F28Sr1	https://rubalkhali.science/kb/RAK_6000895	28	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.11	8.11		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	28	Surface	6.384911568300455	1098133.0	1
Trip 3	208	3	F28Dr1	https://rubalkhali.science/kb/RAK_6000892	28	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.21	8.21		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	28	Deep	6.805318455678115	1437718.0	1
Trip 3	211	3	F28PRr1	https://rubalkhali.science/kb/RAK_6000898	28	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.03	8.03		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	28	Rhizosphere	5.884334994150269	311684.0	1
Trip 3	214	3	F29Sr1	https://rubalkhali.science/kb/RAK_6000904	29	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.93	7.93		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	29	Surface	5.049752216116348	245503.0	1
Trip 3	217	3	F29Dr1	https://rubalkhali.science/kb/RAK_6000901	29	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.13	8.13		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	29	Deep	6.389594454320556	249839.0	1
Trip 3	220	3	F29PRr1	https://rubalkhali.science/kb/RAK_6000907	29	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.08	8.08		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	29	Rhizosphere	4.112700328645942	84038.0	1
Trip 3	223	3	F30Sr1	https://rubalkhali.science/kb/RAK_6000913	30	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.04	8.04		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	30	Surface	6.123108802711523	250273.0	1
Trip 3	226	3	F30Dr1	https://rubalkhali.science/kb/RAK_6000910	30	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.16	8.16		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	30	Deep	6.155172392970754	428124.0	1
Trip 3	229	3	F30PRr1	https://rubalkhali.science/kb/RAK_6000916	30	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.0	8.0		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	30	Rhizosphere	6.016508988066004	284720.0	1
Trip 3	232	3	F31Sr2	https://rubalkhali.science/kb/RAK_6000923	31	Surface	2	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.98	7.98		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	31	Surface	6.341552864373731	481084.0	2
Trip 3	234	3	F31Dr1	https://rubalkhali.science/kb/RAK_6000919	31	Deep	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.92	7.92		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	31	Deep	5.057803314179503	234547.0	1
Trip 3	236	3	F31PRr1	https://rubalkhali.science/kb/RAK_6000925	31	Rhizosphere	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.9	7.9		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	31	Rhizosphere	4.834535635095026	157247.0	1
Trip 3	239	3	F32Sr1	https://rubalkhali.science/kb/RAK_6000931	32	Surface	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.82	7.82		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	32	Surface	6.241930130596004	742902.0	1
Trip 3	242	3	F32Dr1	https://rubalkhali.science/kb/RAK_6000928	32	Deep	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.93	7.93		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	32	Deep	6.198962478144205	481265.0	1
Trip 3	245	3	F32PRr1	https://rubalkhali.science/kb/RAK_6000934	32	Rhizosphere	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.89	7.89		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	32	Rhizosphere	5.52485947035917	474513.0	1
Trip 3	248	3	F33Sr1	https://rubalkhali.science/kb/RAK_6000940	33	Surface	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.93	7.93		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	33	Surface	6.653249116284113	643126.0	1
Trip 3	251	3	F33Dr1	https://rubalkhali.science/kb/RAK_6000937	33	Deep	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	8.01	8.01		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	33	Deep	6.282114960682977	908315.0	2
Trip 3	254	3	F33PRr2	https://rubalkhali.science/kb/RAK_6000944	33	Rhizosphere	2	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.87	7.87		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	33	Rhizosphere	5.868719760748326	256212.0	1
Trip 3	256	3	F34Sr1	https://rubalkhali.science/kb/RAK_6000949	34	Surface	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.8	7.8		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	34	Surface	6.173277957412413	1024083.0	2
Trip 3	259	3	F34Dr1	https://rubalkhali.science/kb/RAK_6000946	34	Deep	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.79	7.79		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	34	Deep	6.165907088380995	620398.0	1
Trip 3	262	3	F34PRr1	https://rubalkhali.science/kb/RAK_6000952	34	Rhizosphere	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.71	7.71		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	34	Rhizosphere	6.064500884285026	317120.0	1
Trip 3	265	3	F35Sr1	https://rubalkhali.science/kb/RAK_6000958	35	Surface	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	8.02	8.02		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	35	Surface	5.741674201226196	1002775.0	1
Trip 3	268	3	F35Dr1	https://rubalkhali.science/kb/RAK_6000955	35	Deep	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	8.17	8.17		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	35	Deep	6.7635342984172375	522563.0	1
Trip 3	271	3	F35PRr1	https://rubalkhali.science/kb/RAK_6000961	35	Rhizosphere	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.97	7.97		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	35	Rhizosphere	5.905883249190334	267913.0	1
Trip 3	274	3	F36Sr1	https://rubalkhali.science/kb/RAK_6000967	36	Surface	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.88	7.88		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	36	Surface	5.290009042595261	542516.0	1
Trip 3	276	3	F36Dr1	https://rubalkhali.science/kb/RAK_6000964	36	Deep	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	8.07	8.07		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	36	Deep	6.6646639595085535	281621.0	1
Trip 3	279	3	F36PRr1	https://rubalkhali.science/kb/RAK_6000970	36	Rhizosphere	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.86	7.86		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	36	Rhizosphere	5.214808105357241	391715.0	1
Trip 3	282	3	F37Sr1	https://rubalkhali.science/kb/RAK_6000976	37	Surface	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.98	7.98		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	37	Surface	6.351133115682546	482119.0	1
Trip 3	285	3	F37Dr1	https://rubalkhali.science/kb/RAK_6000973	37	Deep	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	8.09	8.09		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	37	Deep	6.359014845306724	292269.0	1
Trip 3	288	3	F37PRr1	https://rubalkhali.science/kb/RAK_6000979	37	Rhizosphere	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	8.01	8.01		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	37	Rhizosphere	4.418218910042306	565445.0	1
Trip 3	291	3	F38Sr1	https://rubalkhali.science/kb/RAK_6000985	38	Surface	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.83	7.83		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	38	Surface	6.092076822254023	577345.0	1
Trip 3	294	3	F38Dr2	https://rubalkhali.science/kb/RAK_6000983	38	Deep	2	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	8.03	8.03		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	38	Deep	6.309146421605799	768512.0	1
Trip 3	296	3	F38PRr1	https://rubalkhali.science/kb/RAK_6000988	38	Rhizosphere	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.88	7.88		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	38	Rhizosphere	5.212490543157568	760982.0	1
Trip 3	299	3	F39Sr1	https://rubalkhali.science/kb/RAK_6000994	39	Surface	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.03	7.91	7.91		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	39	Surface	5.2999147694736415	346530.0	1
Trip 3	302	3	F39Dr2	https://rubalkhali.science/kb/RAK_6000992	39	Deep	2	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.04	8.1	8.1		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	39	Deep	5.630681232570224	601910.0	1
Trip 3	304	3	F39PRr1	https://rubalkhali.science/kb/RAK_6000997	39	Rhizosphere	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.04	8.06	8.06		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	39	Rhizosphere	4.983464398512691	287978.0	1
Trip 3	306	3	F40Sr1	https://rubalkhali.science/kb/RAK_6001003	40	Surface	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.04	8.18	8.18		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	40	Surface	5.961780075065056	200089.0	1
Trip 3	309	3	F40Dr1	https://rubalkhali.science/kb/RAK_6001000	40	Deep	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.04	8.1	8.1		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	40	Deep	6.283889852014715	649811.0	1
Trip 3	312	3	F40PRr1	https://rubalkhali.science/kb/RAK_6001006	40	Rhizosphere	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.04	8.14	8.14		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	40	Rhizosphere	5.968724988860361	213945.0	1
Trip 3	318	3	F42Sr1	https://rubalkhali.science/kb/RAK_6001021	42	Surface	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.04	8.11	8.11		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	42	Surface	5.467518011371851	574071.0	1
Trip 3	321	3	F42Dr1	https://rubalkhali.science/kb/RAK_6001018	42	Deep	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.04	8.2	8.2		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	42	Deep	6.168255888288022	487641.0	1
Trip 3	324	3	F42PRr1	https://rubalkhali.science/kb/RAK_6001024	42	Rhizosphere	1	2026-07-28T00:00:00	2026-07-28	accepted	Yes	97.7	10.04	8.09	8.09		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	42	Rhizosphere	5.905782358916347	395478.0	1
Trip 3	327	3	F43Sr1	https://rubalkhali.science/kb/RAK_6001030	43	Surface	1	13/7/2026	2026-07-13	accepted	Yes	98.8	10.05	8.14	8.14		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	43	Surface	4.735486598300595	389433.0	1
Trip 3	328	3	F43Sr2	https://rubalkhali.science/kb/RAK_6001031	43	Surface	2	13/7/2026	2026-07-13	accepted	Yes	98.8	10.05	8.06	8.06		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	43	Surface	4.869462051213976	514441.0	1
Trip 3	329	3	F43Sr3	https://rubalkhali.science/kb/RAK_6001032	43	Surface	3	13/7/2026	2026-07-13	accepted	Yes	98.8	10.05	8.07	8.07		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	43	Surface	5.915323355637958	421758.0	1
