path	field_or_pattern	data_type	unit	missing_convention	description
metadata/ph/ph_accepted_measurements.tsv	source_row	integer	not applicable	never blank	Source row as defined by the file-specific audit method.
metadata/ph/ph_accepted_measurements.tsv	source_sheet	string	not applicable	never blank	Source sheet as defined by the file-specific audit method.
metadata/ph/ph_accepted_measurements.tsv	specimen_iri	string	not applicable	never blank	Specimen iri as defined by the file-specific audit method.
metadata/ph/ph_accepted_measurements.tsv	trip	integer	not applicable	never blank	Trip as defined by the file-specific audit method.
metadata/ph/ph_accepted_measurements.tsv	value_range_pass	boolean	not applicable	never blank	Value range pass as defined by the file-specific audit method.
metadata/ph/ph_entity_registry.tsv	canonical_key	string	not applicable	never blank	Canonical typed key used to mint the deterministic entity IRI.
metadata/ph/ph_entity_registry.tsv	entity_iri	string	not applicable	never blank	Entity iri as defined by the file-specific audit method.
metadata/ph/ph_entity_registry.tsv	entity_role	string	not applicable	never blank	Entity role as defined by the file-specific audit method.
metadata/ph/ph_entity_registry.tsv	key_sha256	string	not applicable	never blank	SHA-256 digest of the canonical typed entity key.
metadata/ph/ph_entity_registry.tsv	sample_id	string	not applicable	blank means unknown or not applicable as bounded by row status	Sample id as defined by the file-specific audit method.
metadata/ph/ph_entity_registry.tsv	source_row	integer	not applicable	blank means unknown or not applicable as bounded by row status	Source row as defined by the file-specific audit method.
metadata/ph/ph_entity_registry.tsv	source_sheet	string	not applicable	blank means unknown or not applicable as bounded by row status	Source sheet as defined by the file-specific audit method.
metadata/ph/ph_measurement_sessions.tsv	device_iri	string	not applicable	never blank	Device iri as defined by the file-specific audit method.
metadata/ph/ph_measurement_sessions.tsv	measurement_date	date	ISO 8601 calendar date	never blank	Accepted ISO 8601 measurement date; blank for a quarantined date.
metadata/ph/ph_measurement_sessions.tsv	ph10_check	number	pH (UO:0000196 where represented in RDF)	never blank	Recorded pH-10 buffer read-back for the measurement session.
metadata/ph/ph_measurement_sessions.tsv	protocol_iri	string	not applicable	never blank	Protocol iri as defined by the file-specific audit method.
metadata/ph/ph_measurement_sessions.tsv	session_iri	string	not applicable	never blank	Session iri as defined by the file-specific audit method.
metadata/ph/ph_measurement_sessions.tsv	slope_percent	number	percent	never blank	Workbook-reported electrode slope percentage.
metadata/ph/ph_measurement_sessions.tsv	trip	integer	not applicable	never blank	Trip as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	calibration_pass	boolean	not applicable	never blank	Calibration pass as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	calibration_recorded	string	not applicable	blank means unknown or not applicable as bounded by row status	Calibration recorded as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	compartment	string	not applicable	never blank	Compartment as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	date_status	string	not applicable	never blank	Date status as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	disposition	string	not applicable	never blank	Controlled outcome for an uncertain or inapplicable metadata claim.
metadata/ph/ph_observation_audit.tsv	ecology_eligible	boolean	not applicable	never blank	Whether the audited row is admitted to the ecology analysis.
metadata/ph/ph_observation_audit.tsv	kg_eligible	boolean	not applicable	never blank	Whether the audited row is admitted to the pH knowledge-graph module.
metadata/ph/ph_observation_audit.tsv	measurement_date	date	ISO 8601 calendar date	blank means unknown or not applicable as bounded by row status	Accepted ISO 8601 measurement date; blank for a quarantined date.
metadata/ph/ph_observation_audit.tsv	measurement_date_raw	string	not applicable	blank means unknown or not applicable as bounded by row status	Verbatim date representation from the source workbook.
metadata/ph/ph_observation_audit.tsv	metadata_match	boolean	not applicable	never blank	Metadata match as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	notes	string	not applicable	blank means unknown or not applicable as bounded by row status	Notes as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	ph10_check	number	pH (UO:0000196 where represented in RDF)	blank means unknown or not applicable as bounded by row status	Recorded pH-10 buffer read-back for the measurement session.
metadata/ph/ph_observation_audit.tsv	ph10_check_pass	boolean	not applicable	never blank	Ph10 check pass as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	ph_value	number	pH (UO:0000196 where represented in RDF)	blank means unknown or not applicable as bounded by row status	Admitted or audited archived-soil pH reading under the declared CaCl2 protocol.
metadata/ph/ph_observation_audit.tsv	ph_value_raw	string	pH (UO:0000196 where represented in RDF)	blank means unknown or not applicable as bounded by row status	Verbatim content of the workbook pH-reading cell.
metadata/ph/ph_observation_audit.tsv	reason_codes	string	not applicable	blank means unknown or not applicable as bounded by row status	Semicolon-delimited machine-readable reasons for the row disposition.
metadata/ph/ph_observation_audit.tsv	replicate	integer	not applicable	never blank	Replicate as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	sample_id	string	not applicable	never blank	Sample id as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	site	integer	not applicable	never blank	Site as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	slope_pass	boolean	not applicable	never blank	Slope pass as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	slope_percent	number	percent	blank means unknown or not applicable as bounded by row status	Workbook-reported electrode slope percentage.
metadata/ph/ph_observation_audit.tsv	source_row	integer	not applicable	never blank	Source row as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	source_sheet	string	not applicable	never blank	Source sheet as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	specimen_iri	string	not applicable	never blank	Specimen iri as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	trip	integer	not applicable	never blank	Trip as defined by the file-specific audit method.
metadata/ph/ph_observation_audit.tsv	value_range_pass	boolean	not applicable	never blank	Value range pass as defined by the file-specific audit method.
metadata/relic-dna/PMA_ASV_table.tsv	<sample column>	non-negative integer	read counts	blank is not expected	ASV count for a treated, untreated, or control aliquot.
metadata/relic-dna/PMA_ASV_table.tsv	ASV_ID	string	not applicable	never blank	ASV identifier in the paired PMA experiment.
metadata/samples/environmental_measurement_corrections.tsv	corrected_field	string	not applicable	never blank	Corrected field as defined by the file-specific audit method.
metadata/samples/environmental_measurement_corrections.tsv	corrected_value	string	not applicable	blank means unknown or not applicable as bounded by row status	Corrected value as defined by the file-specific audit method.
metadata/samples/environmental_measurement_corrections.tsv	original_field	string	not applicable	never blank	Original field as defined by the file-specific audit method.
metadata/samples/environmental_measurement_corrections.tsv	original_value	string	not applicable	never blank	Original value as defined by the file-specific audit method.
metadata/samples/environmental_measurement_corrections.tsv	rationale	string	not applicable	never blank	Rationale as defined by the file-specific audit method.
metadata/samples/environmental_measurement_corrections.tsv	site	string	not applicable	never blank	Site as defined by the file-specific audit method.
metadata/samples/environmental_measurement_corrections.tsv	source_file	string	not applicable	never blank	Source file as defined by the file-specific audit method.
metadata/samples/environmental_measurement_corrections.tsv	source_row	integer	not applicable	never blank	Source row as defined by the file-specific audit method.
metadata/samples/environmental_measurement_corrections.tsv	status	string	not applicable	never blank	Evidence or curation status of the record.
metadata/samples/plants.tsv	Compartment	string	not applicable	never blank	Record type; plant for this table.
metadata/samples/plants.tsv	Identifier	string	not applicable	never blank	Plant-record identifier.
metadata/samples/plants.tsv	Site	string	not applicable	never blank	Source site identifier.
metadata/samples/plants.tsv	Trip	string	not applicable	never blank	Field campaign.
metadata/samples/sample_corrections.tsv	corrected_value	string	not applicable	blank when the reviewed value is empty	Reviewed replacement value.
metadata/samples/sample_corrections.tsv	field	string	not applicable	never blank	Field to which the correction applies.
metadata/samples/sample_corrections.tsv	original_value	string	not applicable	blank when the source cell was empty	Exact source value before correction.
metadata/samples/sample_corrections.tsv	rationale	string	not applicable	never blank	Evidence and boundary for the correction.
metadata/samples/sample_corrections.tsv	sample_id	string	not applicable	never blank	Source-preserving sample identifier.
metadata/samples/sample_corrections.tsv	status	string	not applicable	never blank	Review disposition.
metadata/samples/site_aliases.tsv	campaign_role	string	not applicable	never blank	Non-revisited Trip 1 role used to bound repeated-campaign inference.
metadata/samples/site_aliases.tsv	canonical_site_iri	IRI	not applicable	never blank	IRI of the coordinate-matched named site.
metadata/samples/site_aliases.tsv	canonical_site_label	string	not applicable	never blank	Label of the coordinate-matched named site.
metadata/samples/site_aliases.tsv	canonical_wkt	WKT point	degrees, WGS84	never blank	Canonical point geometry in longitude-latitude order.
metadata/samples/site_aliases.tsv	confirmed_on	ISO date	YYYY-MM-DD	never blank	Confirmation date.
metadata/samples/site_aliases.tsv	evidence	string	not applicable	never blank	Source and confirmation evidence.
metadata/samples/site_aliases.tsv	source_*	string	see field name	never blank	Trip 1 source sheet, numeric site, and WGS84 coordinates preserved for the alias.
metadata/samples/site_aliases.tsv	status	string	not applicable	never blank	Author confirmation status.
metadata/samples/site_iri_registry.tsv	note	string	not applicable	never blank	Reason the stable identity is retained.
metadata/samples/site_iri_registry.tsv	site_iri	IRI	not applicable	never blank	Stable site IRI assigned to the label.
metadata/samples/site_iri_registry.tsv	site_label	string	not applicable	never blank	Exact named-site label consumed by the site generator.
metadata/samples/site_iri_registry.tsv	status	string	not applicable	never blank	Registry disposition.
metadata/samplesheets/additional_fastqs_v2.tsv	FASTQ Paths	string	not applicable	never blank	Fastq paths as defined by the file-specific audit method.
metadata/samplesheets/additional_fastqs_v2.tsv	Sample Name	string	not applicable	never blank	Sample name as defined by the file-specific audit method.
metadata/samplesheets/trip1-2023.tsv	biome	string	not applicable	never blank	Biome as defined by the file-specific audit method.
metadata/samplesheets/trip1-2023.tsv	coordinates	string	not applicable	never blank	Coordinates as defined by the file-specific audit method.
metadata/samplesheets/trip1-2023.tsv	date	string	not applicable	never blank	Date as defined by the file-specific audit method.
metadata/samplesheets/trip1-2023.tsv	feature	string	not applicable	never blank	Feature as defined by the file-specific audit method.
metadata/samplesheets/trip1-2023.tsv	humidity	number	not applicable	never blank	Humidity as defined by the file-specific audit method.
metadata/samplesheets/trip1-2023.tsv	notes	string	not applicable	blank means unknown or not applicable as bounded by row status	Notes as defined by the file-specific audit method.
metadata/samplesheets/trip1-2023.tsv	pressure	integer	not applicable	blank means unknown or not applicable as bounded by row status	Pressure as defined by the file-specific audit method.
metadata/samplesheets/trip1-2023.tsv	site	string	not applicable	never blank	Site as defined by the file-specific audit method.
metadata/samplesheets/trip1-2023.tsv	temperature	number	not applicable	never blank	Temperature as defined by the file-specific audit method.
metadata/samplesheets/trip1-2023.tsv	time	string	not applicable	never blank	Time as defined by the file-specific audit method.
metadata/samplesheets/trip2-2023.tsv	biome	string	not applicable	never blank	Biome as defined by the file-specific audit method.
metadata/samplesheets/trip2-2023.tsv	coordinates	string	not applicable	never blank	Coordinates as defined by the file-specific audit method.
metadata/samplesheets/trip2-2023.tsv	date	string	not applicable	never blank	Date as defined by the file-specific audit method.
metadata/samplesheets/trip2-2023.tsv	feature	string	not applicable	never blank	Feature as defined by the file-specific audit method.
metadata/samplesheets/trip2-2023.tsv	humidity	number	not applicable	never blank	Humidity as defined by the file-specific audit method.
metadata/samplesheets/trip2-2023.tsv	notes	string	not applicable	blank means unknown or not applicable as bounded by row status	Notes as defined by the file-specific audit method.
metadata/samplesheets/trip2-2023.tsv	site	integer	not applicable	never blank	Site as defined by the file-specific audit method.
metadata/samplesheets/trip2-2023.tsv	temperature	string	not applicable	blank means unknown or not applicable as bounded by row status	Temperature as defined by the file-specific audit method.
metadata/samplesheets/trip2-2023.tsv	time	string	not applicable	never blank	Time as defined by the file-specific audit method.
metadata/samplesheets/trip3-2024.tsv	biome	string	not applicable	never blank	Biome as defined by the file-specific audit method.
metadata/samplesheets/trip3-2024.tsv	coordinates	string	not applicable	never blank	Coordinates as defined by the file-specific audit method.
metadata/samplesheets/trip3-2024.tsv	date	string	not applicable	never blank	Date as defined by the file-specific audit method.
metadata/samplesheets/trip3-2024.tsv	feature	string	not applicable	never blank	Feature as defined by the file-specific audit method.
metadata/samplesheets/trip3-2024.tsv	humidity	number	not applicable	blank means unknown or not applicable as bounded by row status	Humidity as defined by the file-specific audit method.
metadata/samplesheets/trip3-2024.tsv	notes	string	not applicable	blank means unknown or not applicable as bounded by row status	Notes as defined by the file-specific audit method.
metadata/samplesheets/trip3-2024.tsv	pressure	integer	not applicable	blank means unknown or not applicable as bounded by row status	Pressure as defined by the file-specific audit method.
metadata/samplesheets/trip3-2024.tsv	site	string	not applicable	never blank	Site as defined by the file-specific audit method.
metadata/samplesheets/trip3-2024.tsv	temperature	number	not applicable	blank means unknown or not applicable as bounded by row status	Temperature as defined by the file-specific audit method.
metadata/samplesheets/trip3-2024.tsv	time	string	not applicable	never blank	Time as defined by the file-specific audit method.
metadata/samplesheets/trip4-2024.tsv	biome	string	not applicable	never blank	Biome as defined by the file-specific audit method.
metadata/samplesheets/trip4-2024.tsv	coordinates	string	not applicable	never blank	Coordinates as defined by the file-specific audit method.
metadata/samplesheets/trip4-2024.tsv	date	string	not applicable	never blank	Date as defined by the file-specific audit method.
metadata/samplesheets/trip4-2024.tsv	feature	string	not applicable	never blank	Feature as defined by the file-specific audit method.
metadata/samplesheets/trip4-2024.tsv	humidity	number	not applicable	never blank	Humidity as defined by the file-specific audit method.
metadata/samplesheets/trip4-2024.tsv	notes	string	not applicable	blank means unknown or not applicable as bounded by row status	Notes as defined by the file-specific audit method.
metadata/samplesheets/trip4-2024.tsv	pressure	string	not applicable	blank means unknown or not applicable as bounded by row status	Pressure as defined by the file-specific audit method.
metadata/samplesheets/trip4-2024.tsv	site	integer	not applicable	never blank	Site as defined by the file-specific audit method.
metadata/samplesheets/trip4-2024.tsv	temperature	number	not applicable	never blank	Temperature as defined by the file-specific audit method.
metadata/samplesheets/trip4-2024.tsv	time	string	not applicable	never blank	Time as defined by the file-specific audit method.
metadata/samplesheets/trip5-2025.tsv	biome	string	not applicable	never blank	Biome as defined by the file-specific audit method.
metadata/samplesheets/trip5-2025.tsv	coordinates	string	not applicable	never blank	Coordinates as defined by the file-specific audit method.
metadata/samplesheets/trip5-2025.tsv	date	string	not applicable	never blank	Date as defined by the file-specific audit method.
metadata/samplesheets/trip5-2025.tsv	feature	string	not applicable	never blank	Feature as defined by the file-specific audit method.
metadata/samplesheets/trip5-2025.tsv	humidity	number	not applicable	never blank	Humidity as defined by the file-specific audit method.
metadata/samplesheets/trip5-2025.tsv	notes	string	not applicable	blank means unknown or not applicable as bounded by row status	Notes as defined by the file-specific audit method.
metadata/samplesheets/trip5-2025.tsv	pressure	integer	not applicable	never blank	Pressure as defined by the file-specific audit method.
metadata/samplesheets/trip5-2025.tsv	site	string	not applicable	never blank	Site as defined by the file-specific audit method.
metadata/samplesheets/trip5-2025.tsv	temperature	number	not applicable	never blank	Temperature as defined by the file-specific audit method.
metadata/samplesheets/trip5-2025.tsv	time	string	not applicable	never blank	Time as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	bioproject	string	not applicable	never blank	Bioproject as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	biosample_accession	string	not applicable	never blank	Biosample accession as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	experiment_accession	string	not applicable	never blank	Experiment accession as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	library_name	string	not applicable	never blank	Library name as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	library_strategy	string	not applicable	never blank	Library strategy as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	run_accession	string	not applicable	never blank	Run accession as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	sample_describtion	string	not applicable	never blank	Sample describtion as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	sample_name	string	not applicable	never blank	Sample name as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	sample_title	string	not applicable	never blank	Sample title as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	target_gene	string	not applicable	never blank	Target gene as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet-trip5.tsv	umbrella_project	string	not applicable	never blank	Umbrella project as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	bioproject	string	not applicable	never blank	Bioproject as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	biosample_accession	string	not applicable	never blank	Biosample accession as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	experiment_accession	string	not applicable	never blank	Experiment accession as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	library_name	string	not applicable	never blank	Library name as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	library_strategy	string	not applicable	never blank	Library strategy as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	run_accession	string	not applicable	never blank	Run accession as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	sample_describtion	string	not applicable	never blank	Sample describtion as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	sample_name	string	not applicable	never blank	Sample name as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	sample_title	string	not applicable	never blank	Sample title as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	target_gene	string	not applicable	never blank	Target gene as defined by the file-specific audit method.
metadata/sra-submissions/submission-sheet.tsv	umbrella_project	string	not applicable	never blank	Umbrella project as defined by the file-specific audit method.
metadata/taxonomy/feature-table-trips1-5.tsv	<profile column>	non-negative integer	read counts	blank is not expected	Raw ASV read count for the named exported profile.
metadata/taxonomy/feature-table-trips1-5.tsv	Feature ID	string	not applicable	never blank	ASV identifier; each subsequent column is one exported profile.
metadata/taxonomy/feature_table_filtered_normalized.tsv	<normalized profile column>	number	relative proportion	blank is not expected	Normalized relative abundance for one campaign-site-compartment profile.
metadata/taxonomy/feature_table_filtered_normalized.tsv	OTU_ID	string	not applicable	never blank	ASV identifier after the documented ecology dimension-reduction step.
metadata/taxonomy/feature_table_filtered_raw_w_reps.tsv	<profile column>	non-negative integer	read counts	blank is not expected	Raw count for one retained exported profile.
metadata/taxonomy/feature_table_filtered_raw_w_reps.tsv	OTU_ID	string	not applicable	never blank	ASV identifier after the documented ecology dimension-reduction step.
metadata/taxonomy/taxonomy-trips1-5.tsv	Feature ID	string	not applicable	never blank	ASV identifier linking to the feature table and sequence FASTA.
metadata/taxonomy/taxonomy-trips1-5.tsv	Taxon	string	not applicable	never blank	Semicolon-delimited seven-rank lineage followed by the classifier confidence.
metadata/taxonomy/taxonomy-trips1-5.tsv	Unnamed Column 1	string	not applicable	blank in the canonical export	Empty legacy export column retained byte-for-byte for provenance.
ontology/mapped_taxonomy_corrected.tsv	Is Inherited	boolean	not applicable	never blank	Whether the mapping was inherited from a resolved ancestral rank.
ontology/mapped_taxonomy_corrected.tsv	Is RAK	boolean	not applicable	never blank	Whether Mapped ID denotes a project-local RAK contextual taxon.
ontology/mapped_taxonomy_corrected.tsv	Mapped ID	identifier	not applicable	never blank	Resolved NCBI Taxonomy identifier or project-local RAK contextual taxon identifier.
ontology/mapped_taxonomy_corrected.tsv	Name	string	not applicable	never blank	Taxon name at the represented rank.
ontology/mapped_taxonomy_corrected.tsv	Rank	string	not applicable	never blank	One of the seven represented taxonomic ranks.
ontology/mapped_taxonomy_corrected.tsv	Taxon String	string	not applicable	never blank	Source semicolon-delimited lineage to which this rank-level mapping belongs.
ontology/rubalkhali_measurements.owl	RAK_2000004	number	pascals (UO:0000110)	absent when source pressure is unrecorded	Field atmospheric pressure converted from the source pressure_mbar value by multiplying by 100.
